sampleOverall,sampleIndiv,GC,normcov
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,66,80131
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,67,75278
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,68,69860
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,69,63710
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,70,58044
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,71,51730
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,72,47039
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,73,41126
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,74,35840
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,75,30378
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,76,26010
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,77,21557
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,78,17200
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,79,13362
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,80,9987
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,81,7317
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,82,5034
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,83,3567
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,84,2199
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,85,1307
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,86,720
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,87,379
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,88,165
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,89,103
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,90,45
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,91,27
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,92,7
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,93,4
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,94,2
MiSeq_LAB02_Pool_REP01,MiSeq_LAB02_Pool_REP01-R1,
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,8,6
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,9,24
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,10,72
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,11,646
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,12,1481
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,13,2512
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,14,4873
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,15,9353
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,16,14869
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,17,23008
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,18,35184
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,19,52230
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,20,83861
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,21,90639
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,22,112383
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,23,145034
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,24,193154
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,25,221406
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,26,266784
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,27,289649
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,28,305287
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,29,347773
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,30,377003
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,31,405072
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,32,395826
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,33,405142
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,34,376461
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,35,358499
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,36,320634
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,37,278832
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,38,235389
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,39,193407
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,40,153691
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,41,117802
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,42,88183
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,43,66260
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,44,48570
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,45,33962
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,46,24825
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,47,19016
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,48,14990
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,49,13784
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,50,13090
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,51,10805
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,52,9330
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,53,6165
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,54,5719
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,55,4421
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,56,4172
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,57,3217
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,58,2109
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,59,1880
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,60,1729
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,61,701
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,62,195
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,63,83
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,64,9
MiSeq_LAB02_Ste_REP01,MiSeq_LAB02_Ste_REP01,
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,12,14
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,13,46
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,14,55
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,15,197
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,16,268
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,17,431
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,18,620
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,19,1039
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,20,1535
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,21,2385
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,22,3058
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,23,4637
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,24,5838
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,25,7805
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,26,10130
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,27,12792
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,28,16567
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,29,20041
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,30,24066
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,31,27739
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,32,31343
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,33,36412
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,34,42400
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,35,48051
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,36,54159
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,37,59933
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,38,68951
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,39,80077
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,40,94895
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,41,109309
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,42,129487
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,43,151280
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,44,177076
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,45,208274
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,46,242448
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,47,281229
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,48,324183
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,49,364991
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,50,403611
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,51,438799
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,52,461286
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,53,472854
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,54,466533
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,55,441112
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,56,403273
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,57,352729
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,58,302526
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,59,249547
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,60,197625
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,61,151935
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,62,111511
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,63,80845
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,64,56446
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,65,37867
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,66,24907
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,67,15191
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,68,9386
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,69,5859
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,70,3636
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,71,2214
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,72,1318
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,73,756
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,74,313
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,75,123
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,76,89
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,77,123
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,78,142
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,79,74
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,80,12
MiSeq_LAB03_Eco_REP01,MiSeq_LAB03_Eco_REP01,
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,20,8
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,21,6
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,22,49
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,23,64
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,24,72
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,25,116
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,26,191
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,27,371
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,28,490
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,29,538
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,30,855
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,31,1270
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,32,1927
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,33,2507
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,34,3499
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,35,4738
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,36,5755
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,37,7830
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,38,10270
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,39,12475
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,40,15458
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,41,18911
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,42,23315
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,43,29272
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,44,35675
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,45,43355
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,46,52811
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,47,63420
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,48,77892
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,49,96527
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,50,117583
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,51,144768
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,52,177487
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,53,217330
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,54,265931
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,55,319422
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,56,376731
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,57,436274
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,58,495899
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,59,543841
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,60,585567
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,61,603173
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,62,600643
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,63,572634
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,64,527625
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,65,466421
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,66,392742
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,67,319259
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,68,246368
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,69,182156
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,70,127839
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,71,84681
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,72,53614
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,73,32070
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,74,17739
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,75,9931
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,76,4980
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,77,2722
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,78,1522
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,79,621
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,80,202
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,81,126
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,82,60
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,83,19
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,84,2
MiSeq_LAB03_Pflu_REP01,MiSeq_LAB03_Pflu_REP01,
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,8,2
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,9,8
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,10,4
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,11,60
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,12,87
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,13,171
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,14,318
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,15,687
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,16,1015
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,17,1696
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,18,2631
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,19,4005
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,20,6389
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,21,7610
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,22,10383
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,23,14104
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,24,19336
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,25,23742
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,26,31003
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,27,36728
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,28,44231
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,29,54711
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,30,64989
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,31,77089
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,32,87728
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,33,102063
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,34,114500
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,35,127567
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,36,139381
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,37,150625
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,38,161939
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,39,171579
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,40,177753
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,41,185229
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,42,184937
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,43,184029
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,44,179584
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,45,172990
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,46,165523
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,47,157531
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,48,149363
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,49,140782
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,50,134374
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,51,130014
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,52,127683
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,53,125234
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,54,125781
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,55,125988
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,56,129063
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,57,131823
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,58,136788
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,59,143167
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,60,148295
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,61,152326
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,62,154337
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,63,153569
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,64,149354
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,65,143526
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,66,135564
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,67,126290
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,68,116244
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,69,105905
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,70,95901
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,71,85220
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,72,76933
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,73,67437
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,74,58016
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,75,49173
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,76,41887
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,77,34045
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,78,27219
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,79,21094
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,80,15859
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,81,11444
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,82,8188
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,83,5461
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,84,3409
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,85,1897
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,86,1058
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,87,575
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,88,287
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,89,154
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,90,75
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,91,26
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,92,10
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,93,5
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,94,1
MiSeq_LAB03_Pool_REP01,MiSeq_LAB03_Pool_REP01-R1,
MiSeq_LAB03_Ste_REP01,MiSeq_LAB03_Ste_REP01,8,8
MiSeq_LAB03_Ste_REP01,MiSeq_LAB03_Ste_REP01,9,28
MiSeq_LAB03_Ste_REP01,MiSeq_LAB03_Ste_REP01,10,84
